date,hotel_id,adr
2024-04-24,Hotel_A,145.79
2024-04-25,Hotel_A,152.63
2024-04-26,Hotel_A,151.66
2024-04-27,Hotel_A,164.97
2024-04-28,Hotel_A,150.88
2024-04-29,Hotel_A,145.21
2024-04-30,Hotel_A,155.39
2024-05-01,Hotel_A,156.23
2024-05-02,Hotel_A,165.82
2024-05-03,Hotel_A,162.05
2024-05-04,Hotel_A,158.6
2024-05-05,Hotel_A,167.77
2024-05-06,Hotel_A,146.83
2024-05-07,Hotel_A,151.44
2024-05-08,Hotel_A,149.32
2024-05-09,Hotel_A,153.73
2024-05-10,Hotel_A,145.89
2024-05-11,Hotel_A,161.99
2024-05-12,Hotel_A,155.09
2024-05-13,Hotel_A,145.0
2024-05-14,Hotel_A,148.48
2024-05-15,Hotel_A,158.91
2024-05-16,Hotel_A,162.84
2024-05-17,Hotel_A,171.8
2024-05-18,Hotel_A,178.78
2024-05-19,Hotel_A,158.37
2024-05-20,Hotel_A,146.68
2024-05-21,Hotel_A,137.04
2024-05-22,Hotel_A,155.68
2024-05-23,Hotel_A,146.45
2024-05-24,Hotel_A,149.0
2024-05-25,Hotel_A,146.76
2024-05-26,Hotel_A,149.82
2024-05-27,Hotel_A,158.74
2024-05-28,Hotel_A,150.71
2024-05-29,Hotel_A,147.39
2024-05-30,Hotel_A,139.55
2024-05-31,Hotel_A,133.6
2024-06-01,Hotel_A,142.25
2024-06-02,Hotel_A,144.84
2024-06-03,Hotel_A,158.53
2024-06-04,Hotel_A,144.53
2024-06-05,Hotel_A,150.45
2024-06-06,Hotel_A,137.7
2024-06-07,Hotel_A,131.31
2024-06-08,Hotel_A,132.17
2024-06-09,Hotel_A,133.2
2024-06-10,Hotel_A,155.15
2024-06-11,Hotel_A,130.69
2024-06-12,Hotel_A,143.12
2024-06-13,Hotel_A,128.36
2024-06-14,Hotel_A,142.23
2024-06-15,Hotel_A,137.08
2024-06-16,Hotel_A,131.99
2024-06-17,Hotel_A,132.2
2024-06-18,Hotel_A,126.6
2024-06-19,Hotel_A,134.76
2024-06-20,Hotel_A,126.94
2024-06-21,Hotel_A,120.21
2024-06-22,Hotel_A,119.26
2024-06-23,Hotel_A,130.38
2024-06-24,Hotel_A,141.2
2024-06-25,Hotel_A,129.46
2024-06-26,Hotel_A,126.89
2024-06-27,Hotel_A,129.84
2024-06-28,Hotel_A,137.77
2024-06-29,Hotel_A,128.9
2024-06-30,Hotel_A,123.72
2024-07-01,Hotel_A,135.79
2024-07-02,Hotel_A,130.35
2024-07-03,Hotel_A,139.24
2024-07-04,Hotel_A,128.5
2024-07-05,Hotel_A,117.38
2024-07-06,Hotel_A,116.43
2024-07-07,Hotel_A,140.83
2024-07-08,Hotel_A,141.71
2024-07-09,Hotel_A,126.84
2024-07-10,Hotel_A,125.61
2024-07-11,Hotel_A,140.81
2024-07-12,Hotel_A,120.75
2024-07-13,Hotel_A,122.99
2024-07-14,Hotel_A,135.88
2024-07-15,Hotel_A,128.19
2024-07-16,Hotel_A,131.97
2024-07-17,Hotel_A,131.4
2024-07-18,Hotel_A,136.13
2024-07-19,Hotel_A,145.45
2024-07-20,Hotel_A,135.7
2024-07-21,Hotel_A,140.94
2024-07-22,Hotel_A,120.22
2024-07-23,Hotel_A,137.08
2024-07-24,Hotel_A,131.6
2024-07-25,Hotel_A,129.47
2024-07-26,Hotel_A,133.09
2024-07-27,Hotel_A,138.34
2024-07-28,Hotel_A,149.24
2024-01-01,Hotel_B,167.17
2024-01-02,Hotel_B,163.63
2024-01-03,Hotel_B,158.62
2024-01-04,Hotel_B,169.95
2024-01-05,Hotel_B,160.39
2024-01-06,Hotel_B,164.37
2024-01-07,Hotel_B,156.23
2024-01-08,Hotel_B,159.97
2024-01-09,Hotel_B,154.67
2024-01-10,Hotel_B,168.95
2024-01-11,Hotel_B,152.37
2024-01-12,Hotel_B,168.78
2024-01-13,Hotel_B,161.69
2024-01-14,Hotel_B,173.24
2024-01-15,Hotel_B,170.5
2024-01-16,Hotel_B,179.64
2024-01-17,Hotel_B,171.46
2024-01-18,Hotel_B,153.53
2024-01-19,Hotel_B,166.02
2024-01-20,Hotel_B,157.58
2024-01-21,Hotel_B,163.16
2024-01-22,Hotel_B,179.69
2024-01-23,Hotel_B,172.95
2024-01-24,Hotel_B,162.45
2024-01-25,Hotel_B,160.08
2024-01-26,Hotel_B,168.54
2024-01-27,Hotel_B,158.57
2024-01-28,Hotel_B,162.92
2024-01-29,Hotel_B,170.71
2024-01-30,Hotel_B,177.33
2024-01-31,Hotel_B,172.77
2024-02-01,Hotel_B,149.34
2024-02-02,Hotel_B,169.82
2024-02-03,Hotel_B,167.62
2024-02-04,Hotel_B,169.97
2024-02-05,Hotel_B,179.15
2024-02-06,Hotel_B,149.23
2024-02-07,Hotel_B,160.49
2024-02-08,Hotel_B,169.37
2024-02-09,Hotel_B,151.38
2024-02-10,Hotel_B,175.19
2024-02-11,Hotel_B,165.64
2024-02-12,Hotel_B,168.75
2024-02-13,Hotel_B,156.66
2024-02-14,Hotel_B,166.96
2024-02-15,Hotel_B,168.19
2024-02-16,Hotel_B,160.68
2024-02-17,Hotel_B,159.84
2024-02-18,Hotel_B,159.26
2024-02-19,Hotel_B,149.31
2024-02-20,Hotel_B,154.15
2024-02-21,Hotel_B,153.21
2024-02-22,Hotel_B,156.6
2024-02-23,Hotel_B,160.63
2024-02-24,Hotel_B,143.26
2024-02-25,Hotel_B,149.84
2024-02-26,Hotel_B,161.81
2024-02-27,Hotel_B,143.13
2024-02-28,Hotel_B,141.65
2024-02-29,Hotel_B,149.0
2024-03-01,Hotel_B,153.32
2024-03-02,Hotel_B,145.87
2024-03-03,Hotel_B,155.64
2024-03-04,Hotel_B,151.13
2024-03-05,Hotel_B,150.3
2024-03-06,Hotel_B,147.34
2024-03-07,Hotel_B,160.89
2024-03-08,Hotel_B,140.04
2024-03-09,Hotel_B,125.1
2024-03-10,Hotel_B,153.46
2024-03-11,Hotel_B,136.51
2024-03-12,Hotel_B,140.62
2024-03-13,Hotel_B,149.87
2024-03-14,Hotel_B,126.27
2024-03-15,Hotel_B,128.81
2024-03-16,Hotel_B,125.81
2024-03-17,Hotel_B,132.11
2024-03-18,Hotel_B,141.88
2024-03-19,Hotel_B,142.51
2024-03-20,Hotel_B,140.53
2024-03-21,Hotel_B,127.08
2024-03-22,Hotel_B,120.01
2024-03-23,Hotel_B,139.1
2024-03-24,Hotel_B,135.11
2024-03-25,Hotel_B,142.83
2024-03-26,Hotel_B,145.1
2024-03-27,Hotel_B,140.96
2024-03-28,Hotel_B,146.36
2024-03-29,Hotel_B,142.58
2024-03-30,Hotel_B,145.51
2024-03-31,Hotel_B,136.19
2024-04-01,Hotel_B,140.99
2024-04-02,Hotel_B,144.64
2024-04-03,Hotel_B,150.31
2024-04-04,Hotel_B,141.3
2024-04-05,Hotel_B,149.37
2024-04-06,Hotel_B,143.84
2024-04-07,Hotel_B,145.83
2024-04-08,Hotel_B,154.23
2024-04-09,Hotel_B,132.49
2024-04-10,Hotel_B,138.93
2024-04-11,Hotel_B,138.32
2024-04-12,Hotel_B,132.39
2024-04-13,Hotel_B,146.53
2024-04-14,Hotel_B,158.85
2024-04-15,Hotel_B,151.48
2024-04-16,Hotel_B,156.24
2024-04-17,Hotel_B,164.27
2024-04-18,Hotel_B,167.06
2024-04-19,Hotel_B,156.76
2024-04-20,Hotel_B,169.01
2024-04-21,Hotel_B,159.76
2024-04-22,Hotel_B,153.15
2024-04-23,Hotel_B,155.89
2024-04-24,Hotel_B,149.57
2024-04-25,Hotel_B,155.06
2024-04-26,Hotel_B,160.01
2024-04-27,Hotel_B,169.98
2024-04-28,Hotel_B,177.96
2024-04-29,Hotel_B,153.73
2024-04-30,Hotel_B,168.49
2024-05-01,Hotel_B,157.54
2024-05-02,Hotel_B,170.13
2024-05-03,Hotel_B,165.71
2024-05-04,Hotel_B,152.49
2024-05-05,Hotel_B,174.88
2024-05-06,Hotel_B,162.89
2024-05-07,Hotel_B,163.68
2024-05-08,Hotel_B,159.56
2024-05-09,Hotel_B,163.0
2024-05-10,Hotel_B,171.72
2024-05-11,Hotel_B,166.79
2024-05-12,Hotel_B,170.89
2024-05-13,Hotel_B,171.05
2024-05-14,Hotel_B,178.57
2024-05-15,Hotel_B,165.05
2024-05-16,Hotel_B,155.72
2024-05-17,Hotel_B,175.76
2024-05-18,Hotel_B,164.21
2024-05-19,Hotel_B,175.36
2024-05-20,Hotel_B,169.05
2024-05-21,Hotel_B,164.43
2024-05-22,Hotel_B,167.72
2024-05-23,Hotel_B,179.95
2024-05-24,Hotel_B,180.33
2024-05-25,Hotel_B,163.6
2024-05-26,Hotel_B,163.62
2024-05-27,Hotel_B,170.22
2024-05-28,Hotel_B,154.08
2024-05-29,Hotel_B,162.71
2024-05-30,Hotel_B,159.02
2024-05-31,Hotel_B,160.9
2024-06-01,Hotel_B,150.87
2024-06-02,Hotel_B,143.94
2024-06-03,Hotel_B,139.19
2024-06-04,Hotel_B,145.94
2024-06-05,Hotel_B,150.31
2024-06-06,Hotel_B,150.74
2024-06-07,Hotel_B,167.68
2024-06-08,Hotel_B,160.13
2024-06-09,Hotel_B,142.7
2024-06-10,Hotel_B,152.3
2024-06-11,Hotel_B,145.39
2024-06-12,Hotel_B,145.53
2024-06-13,Hotel_B,148.46
2024-06-14,Hotel_B,151.12
2024-06-15,Hotel_B,142.67
2024-06-16,Hotel_B,153.15
2024-06-17,Hotel_B,134.78
2024-06-18,Hotel_B,143.28
2024-06-19,Hotel_B,163.36
2024-06-20,Hotel_B,143.76
2024-06-21,Hotel_B,152.87
2024-06-22,Hotel_B,141.61
2024-06-23,Hotel_B,145.04
2024-06-24,Hotel_B,139.5
2024-06-25,Hotel_B,138.21
2024-06-26,Hotel_B,133.0
2024-06-27,Hotel_B,142.39
2024-06-28,Hotel_B,131.9
2024-06-29,Hotel_B,143.86
2024-06-30,Hotel_B,147.09
2024-07-01,Hotel_B,141.26
2024-07-02,Hotel_B,136.02
2024-07-03,Hotel_B,141.97
2024-07-04,Hotel_B,135.96
2024-07-05,Hotel_B,146.06
2024-07-06,Hotel_B,124.12
2024-07-07,Hotel_B,136.33
2024-07-08,Hotel_B,123.39
2024-07-09,Hotel_B,127.7
2024-07-10,Hotel_B,150.97
2024-07-11,Hotel_B,147.67
2024-07-12,Hotel_B,135.25
2024-07-13,Hotel_B,129.52
2024-07-14,Hotel_B,118.4
2024-07-15,Hotel_B,138.39
2024-07-16,Hotel_B,162.76
2024-07-17,Hotel_B,147.57
2024-07-18,Hotel_B,140.35
2024-07-19,Hotel_B,149.3
2024-07-20,Hotel_B,133.88
2024-07-21,Hotel_B,144.8
2024-07-22,Hotel_B,148.81
2024-07-23,Hotel_B,148.18
2024-07-24,Hotel_B,156.06
2024-07-25,Hotel_B,153.37
2024-07-26,Hotel_B,156.86
2024-07-27,Hotel_B,146.9
2024-07-28,Hotel_B,160.49
2024-01-01,Hotel_C,148.91
2024-01-02,Hotel_C,151.7
2024-01-03,Hotel_C,145.49
2024-01-04,Hotel_C,155.11
2024-01-05,Hotel_C,147.96
2024-01-06,Hotel_C,149.8
2024-01-07,Hotel_C,164.85
2024-01-08,Hotel_C,146.45
2024-01-09,Hotel_C,136.29
2024-01-10,Hotel_C,169.26
2024-01-11,Hotel_C,177.53
2024-01-12,Hotel_C,154.62
2024-01-13,Hotel_C,143.06
2024-01-14,Hotel_C,156.73
2024-01-15,Hotel_C,157.55
2024-01-16,Hotel_C,158.9
2024-01-17,Hotel_C,152.05
2024-01-18,Hotel_C,166.08
2024-01-19,Hotel_C,166.09
2024-01-20,Hotel_C,150.34
2024-01-21,Hotel_C,168.24
2024-01-22,Hotel_C,179.36
2024-01-23,Hotel_C,164.57
2024-01-24,Hotel_C,160.69
2024-01-25,Hotel_C,162.39
2024-01-26,Hotel_C,168.54
2024-01-27,Hotel_C,149.8
2024-01-28,Hotel_C,164.94
2024-01-29,Hotel_C,160.43
2024-01-30,Hotel_C,178.21
2024-01-31,Hotel_C,161.85
2024-02-01,Hotel_C,176.35
2024-02-02,Hotel_C,153.89
2024-02-03,Hotel_C,167.08
2024-02-04,Hotel_C,164.55
2024-02-05,Hotel_C,154.61
2024-02-06,Hotel_C,162.5
2024-02-07,Hotel_C,170.26
2024-02-08,Hotel_C,157.4
2024-02-09,Hotel_C,145.84
2024-02-10,Hotel_C,158.59
2024-02-11,Hotel_C,150.82
2024-02-12,Hotel_C,154.58
2024-02-13,Hotel_C,155.92
2024-02-14,Hotel_C,142.14
2024-02-15,Hotel_C,142.06
2024-02-16,Hotel_C,158.01
2024-02-17,Hotel_C,149.12
2024-02-18,Hotel_C,131.92
2024-02-19,Hotel_C,157.84
2024-02-20,Hotel_C,152.85
2024-02-21,Hotel_C,144.07
2024-02-22,Hotel_C,138.34
2024-02-23,Hotel_C,154.66
2024-02-24,Hotel_C,149.87
2024-02-25,Hotel_C,165.24
2024-02-26,Hotel_C,148.66
2024-02-27,Hotel_C,147.53
2024-02-28,Hotel_C,142.23
2024-02-29,Hotel_C,149.26
2024-03-01,Hotel_C,146.91
2024-03-02,Hotel_C,151.13
2024-03-03,Hotel_C,136.18
2024-03-04,Hotel_C,136.13
2024-03-05,Hotel_C,135.08
2024-03-06,Hotel_C,144.57
2024-03-07,Hotel_C,149.6
2024-03-08,Hotel_C,133.35
2024-03-09,Hotel_C,133.08
2024-03-10,Hotel_C,138.48
2024-03-11,Hotel_C,133.55
2024-03-12,Hotel_C,142.72
2024-03-13,Hotel_C,116.72
2024-03-14,Hotel_C,127.81
2024-03-15,Hotel_C,127.91
2024-03-16,Hotel_C,115.39
2024-03-17,Hotel_C,126.09
2024-03-18,Hotel_C,126.38
2024-03-19,Hotel_C,132.04
2024-03-20,Hotel_C,142.56
2024-03-21,Hotel_C,131.76
2024-03-22,Hotel_C,125.59
2024-03-23,Hotel_C,133.55
2024-03-24,Hotel_C,142.62
2024-03-25,Hotel_C,126.69
2024-03-26,Hotel_C,127.54
2024-03-27,Hotel_C,139.67
2024-03-28,Hotel_C,133.85
2024-03-29,Hotel_C,141.27
2024-03-30,Hotel_C,136.5
2024-03-31,Hotel_C,142.78
2024-04-01,Hotel_C,129.49
2024-04-02,Hotel_C,138.31
2024-04-03,Hotel_C,137.4
2024-04-04,Hotel_C,130.07
2024-04-05,Hotel_C,128.03
2024-04-06,Hotel_C,146.8
2024-04-07,Hotel_C,139.31
2024-04-08,Hotel_C,134.76
2024-04-09,Hotel_C,143.01
2024-04-10,Hotel_C,153.66
2024-04-11,Hotel_C,127.27
2024-04-12,Hotel_C,134.43
2024-04-13,Hotel_C,139.92
2024-04-14,Hotel_C,159.89
2024-04-15,Hotel_C,151.36
2024-04-16,Hotel_C,156.14
2024-04-17,Hotel_C,141.77
2024-04-18,Hotel_C,142.83
2024-04-19,Hotel_C,156.24
2024-04-20,Hotel_C,153.99
2024-04-21,Hotel_C,158.75
2024-04-22,Hotel_C,153.69
2024-04-23,Hotel_C,158.21
2024-04-24,Hotel_C,158.02
2024-04-25,Hotel_C,163.73
2024-04-26,Hotel_C,164.67
2024-04-27,Hotel_C,145.93
2024-04-28,Hotel_C,141.55
2024-04-29,Hotel_C,168.15
2024-04-30,Hotel_C,170.19
2024-05-01,Hotel_C,153.04
2024-05-02,Hotel_C,146.8
2024-05-03,Hotel_C,162.89
2024-05-04,Hotel_C,169.92
2024-05-05,Hotel_C,177.18
2024-05-06,Hotel_C,167.2
2024-05-07,Hotel_C,160.32
2024-05-08,Hotel_C,156.32
2024-05-09,Hotel_C,163.67
2024-05-10,Hotel_C,161.25
2024-05-11,Hotel_C,155.53
2024-05-12,Hotel_C,179.99
2024-05-13,Hotel_C,177.78
2024-05-14,Hotel_C,172.43
2024-05-15,Hotel_C,155.77
2024-05-16,Hotel_C,169.71
2024-05-17,Hotel_C,167.68
2024-05-18,Hotel_C,165.74
2024-05-19,Hotel_C,171.79
2024-05-20,Hotel_C,166.41
2024-05-21,Hotel_C,166.75
2024-05-22,Hotel_C,165.37
2024-05-23,Hotel_C,162.41
2024-05-24,Hotel_C,144.79
2024-05-25,Hotel_C,159.06
2024-05-26,Hotel_C,153.23
2024-05-27,Hotel_C,146.71
2024-05-28,Hotel_C,169.64
2024-05-29,Hotel_C,169.22
2024-05-30,Hotel_C,165.45
2024-05-31,Hotel_C,155.77
2024-06-01,Hotel_C,163.68
2024-06-02,Hotel_C,152.1
2024-06-03,Hotel_C,152.74
2024-06-04,Hotel_C,141.48
2024-06-05,Hotel_C,152.5
2024-06-06,Hotel_C,148.91
2024-06-07,Hotel_C,137.1
2024-06-08,Hotel_C,146.22
2024-06-09,Hotel_C,145.1
2024-06-10,Hotel_C,159.24
2024-06-11,Hotel_C,151.15
2024-06-12,Hotel_C,143.24
2024-06-13,Hotel_C,144.31
2024-06-14,Hotel_C,141.86
2024-06-15,Hotel_C,139.11
2024-06-16,Hotel_C,131.32
2024-06-17,Hotel_C,138.05
2024-06-18,Hotel_C,132.61
2024-06-19,Hotel_C,127.92
2024-06-20,Hotel_C,141.4
2024-06-21,Hotel_C,139.87
2024-06-22,Hotel_C,121.92
2024-06-23,Hotel_C,134.75
2024-06-24,Hotel_C,143.27
2024-06-25,Hotel_C,143.39
2024-06-26,Hotel_C,142.78
2024-06-27,Hotel_C,134.6
2024-06-28,Hotel_C,127.29
2024-06-29,Hotel_C,125.2
2024-06-30,Hotel_C,136.5
2024-07-01,Hotel_C,136.71
2024-07-02,Hotel_C,143.95
2024-07-03,Hotel_C,142.48
2024-07-04,Hotel_C,132.71
2024-07-05,Hotel_C,123.96
2024-07-06,Hotel_C,131.56
2024-07-07,Hotel_C,136.09
2024-07-08,Hotel_C,133.04
2024-07-09,Hotel_C,130.38
2024-07-10,Hotel_C,137.43
2024-07-11,Hotel_C,131.82
2024-07-12,Hotel_C,131.32
2024-07-13,Hotel_C,139.37
2024-07-14,Hotel_C,134.25
2024-07-15,Hotel_C,140.04
2024-07-16,Hotel_C,140.93
2024-07-17,Hotel_C,130.32
2024-07-18,Hotel_C,136.31
2024-07-19,Hotel_C,152.43
2024-07-20,Hotel_C,132.41
2024-07-21,Hotel_C,125.59
2024-07-22,Hotel_C,128.46
2024-07-23,Hotel_C,144.44
2024-07-24,Hotel_C,145.32
2024-07-25,Hotel_C,145.02
2024-07-26,Hotel_C,156.56
2024-07-27,Hotel_C,126.37
2024-07-28,Hotel_C,151.82
